article_id	span_start	span_end	span	context	label
769962328	4559	4593	convict them unto godly repentance	There is also a group of people out there that have to be friends with everyone (and have to apologize to any that they may have told the truth lest they should convict them unto godly repentance (2 Corinthians 7:10) as they congregate week after week deceiving themselves into believing that they are demanding a lawful change just as long as it does not offend anyone (Matthew 5:10).	Loaded_Language
706501640	31	72	Become Untreatable As It Spreads Globally	Deadly Plague Could MUTATE And Become Untreatable As It Spreads Globally  The pneumonic plague has already infected 2,000 in Madagascar and killed 143 in the country’s worst outbreak in 50 years.	Appeal_to_fear-prejudice
789615291	13260	13268	the Dems	Put to the test the Dems’ claims that a critical mass of women, many of them with sons they don’t want falsely accused, believes the fundamentalist feminist narrative and will vote accordingly.	Name_Calling,Labeling
765029945	677	687	death-camp	“Other governments have separated mothers and children,” Former CIA and NSA chief Michael Hayden wrote on Saturday, along with a black and white photo of the Birkenau concentration and death-camp in Poland.	Appeal_to_fear-prejudice
778664280	11811	11875	an evil spirit that can be driven out only by prayer and fasting	And neither can God's law be changed to accommodate the spirit of our “most enlightened” age---which is, of course, an evil spirit that can be driven out only by prayer and fasting.	Name_Calling,Labeling
769962328	4301	4332	the freest country in the world	These are willing to live in the freest country in the world as long as it is not them that have to sacrifice to maintain it.	Name_Calling,Labeling
765385479	7793	7836	a vast tapestry of lies up on which we feed	When Harold Pinter accepted the Nobel Prize for Literature in 2005, he referred to “a vast tapestry of lies up on which we feed”.	Loaded_Language
778664280	8734	8750	ideology of evil	In his 2005 book Memory and Identity, John Paul referred to homosexuality as an “ideology of evil,” insisting of so-called 'gay marriage' that: “It is legitimate and necessary to ask oneself if this is not perhaps part of a new ideology of evil, perhaps more insidious and hidden, which attempts to pit human rights against the family and man.” Was Pope John Paul THE GREAT an intolerant homophobe?	Loaded_Language
773937361	494	506	“Good Tobin”	Bishop Thomas Tobin of Providence RI, - nicknamed the “Good Tobin” in contrast to the “Bad Tobin” and FrancisCardinal, Joseph Tobin of Newark – got quite an earful when he tweeted the other day, “Despite the egregious offenses of a few, and despite the faults and sins we all have, I’m very proud of my brother bishops and I admire and applaud the great work they do everyday for Christ and His Church.” The replies haven’t topped out yet, at 121, nearly all of them expressing outrage at this cavalier attitude toward the revelation that Cardinal McCarrick has been proven to be a life-long homosexual rapist and sexual predator, grooming and trapping young men and children into unwanted sexual contact; and that nearly the entire episcopate of the United States either colluded directly or kept quiet about it.	Name_Calling,Labeling
700662577	2777	2812	the power grid’s utter annihilation	While there are still other problems as well, such as gas stations being slow to reopen, and roads getting badly damaged, the power grid’s utter annihilation in the category 4 winds is not just a temporary inconvenience.	Exaggeration,Minimisation
780787440	1153	1404	It is essential that we, as a Church, be able to acknowledge and condemn, with sorrow and shame, the atrocities perpetrated by consecrated persons, clerics, and all those entrusted with the mission of watching over and caring for those most vulnerable	“It is essential that we, as a Church, be able to acknowledge and condemn, with sorrow and shame, the atrocities perpetrated by consecrated persons, clerics, and all those entrusted with the mission of watching over and caring for those most vulnerable,” he said.	Appeal_to_fear-prejudice
999001619	4811	5022	According to Greenwald: “If Paul Manafort … visited Assange at the Embassy, there would be ample amounts of video and other photographic proof demonstrating that this happened. The Guardian provides none of that	According to Greenwald: “If Paul Manafort … visited Assange at the Embassy, there would be ample amounts of video and other photographic proof demonstrating that this happened. The Guardian provides none of that.” Former British ambassador Craig Murray also points out the extensive security checks insisted on by the embassy to which any visitor to Assange must submit.	Doubt
999000312	472	493	unspecified “Russians	Amazingly, more Ecuadorean Government documents have just been discovered for the Guardian, this time spy agency reports detailing visits of Paul Manafort and unspecified “Russians” to the Embassy.	Name_Calling,Labeling
724095467	3735	3766	please explain what in the Hell	and LVMPD please explain what in the Hell is going on here?	Loaded_Language
702111021	3908	3922	illegal aliens	Judge Wrestles With Issue Of Indonesian Immigrants, by Scott Malone, Reuters, October 20, 2017 However, the law is quite clear, the United States has the authority to detain illegal aliens; T itle 8 of the United States Code, Section 1226, Arrest And Detention Of Aliens , gives such authority to the Executive Branch.And despite her realization that she has no authority over immigration policy, or that she will just be overruled, Saris again reaches, basing her assumption of authority over immigration based on the past Obama Regime Administrative Amnesty , when illegal aliens weren't deported.Kritarch Saris is in the wrong on both counts; she has neither authority over the detention of illegal aliens nor any authority to continue the Obama Regime Administrative Amnesty.	Repetition
729940206	1838	1859	"the age of, ""My truth"	"But we are in the age of, ""My truth""."	Name_Calling,Labeling
752287274	1569	1590	She’s a wacko lunatic	“She’s a wacko lunatic, what are you going to do?” he said just outside the courtroom doors as the judge took a break to deliberate.	Name_Calling,Labeling
